name,gender,SSN,age,complete address,zipcode of residence,state of residence,S1,S2,S3
Jeremiah Serrano,Male,754-22-5676,65,0144 Harrington Shoal Suite 406 Melissastad  IN 57677,57677,IN,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Andrew Johnson,Male,288-10-2282,24,81602 Shelton Mill New Andrea  NM 16801,16801,NM,AGREE,DISAGREE,AGREE
Stacey Garrett,Female,220-76-6022,34,5363 Jay Plain South Marthatown  WY 38785,38785,WY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Laura Knox,Female,679-98-2533,26,9677 Diaz Overpass Meyersstad  CA 21036,21036,CA,STRONGLY AGREE,AGREE,DISAGREE
Amber Johnson,Female,845-66-0546,39,617 Murphy Shores Fryemouth  VT 52165,52165,VT,DISAGREE,DISAGREE,AGREE
Katherine Leonard,Female,291-64-7172,24,556 Angie Curve Brownfort  CO 40008,40008,CO,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
Crystal Cline,Female,046-32-9302,22,711 Caldwell Keys Krististad  NY 41520,41520,NY,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Andrew Harris,Male,124-87-7840,64,5542 Perry Shoal New Stevenfort  TN 40648,40648,TN,STRONGLY AGREE,DISAGREE,DISAGREE
Joshua Wu,Male,095-76-9003,61,6144 Robert Union New Nicoleburgh  UT 63736,63736,UT,STRONGLY AGREE,DISAGREE,AGREE
Rose Douglas,Female,290-82-9536,54,745 Munoz Loop Apt. 660 Jamesburgh  ND 49477,49477,ND,AGREE,DISAGREE,STRONGLY DISAGREE
Ralph Stanton,Male,339-43-4816,41,51902 Sara Green Apt. 504 Leslieburgh  MS 21678,21678,MS,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Matthew Petersen,Male,582-34-3421,35,61117 David Villages Apt. 285 East Peggybury  IA 46095,46095,IA,AGREE,AGREE,STRONGLY DISAGREE
Christopher Hobbs,Male,820-57-2636,74,314 Mitchell View Suite 497 North Amy  KY 52708,52708,KY,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Kenneth Sanchez,Male,135-80-0402,60,0637 Jason Islands Elliottville  CA 46425,46425,CA,DISAGREE,DISAGREE,AGREE
Justin Shea,Male,851-71-9203,22,395 Brian Glen South Ronald  TX 84707,84707,TX,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Brandon Juarez,Male,718-41-6531,70,USNS Marshall FPO AP 21238,21238,AP,AGREE,DISAGREE,STRONGLY DISAGREE
Jennifer Taylor,Female,128-39-5353,44,765 Moore Burgs Suite 330 East Mariastad  WA 39026,39026,WA,AGREE,AGREE,AGREE
Scott Garcia,Male,429-76-5327,32,20142 Ashley Mission Suite 892 Bentleyhaven  NY 97142,97142,NY,AGREE,STRONGLY AGREE,AGREE
Walter Harris,Male,544-78-7825,60,71056 James Burgs Suite 587 North Timothy  CA 60618,60618,CA,STRONGLY DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Alexis Wright,Female,211-73-8486,50,675 Austin Loaf North Brian  WY 66650,66650,WY,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Elizabeth Moore,Female,091-63-2233,22,0893 Vega Radial North Bailey  OK 30286,30286,OK,NEUTRAL,STRONGLY AGREE,AGREE
James Jackson,Male,222-51-6532,54,58681 Miller Via West Williamland  OK 64715,64715,OK,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Michelle Wagner,Female,351-83-6528,78,1845 Lopez Center North Stephanie  NH 72855,72855,NH,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
Elizabeth Smith,Female,152-22-9957,36,5098 Hall Lights Suite 052 South Lisa  ND 84791,84791,ND,STRONGLY AGREE,AGREE,STRONGLY AGREE
Krystal Miller,Female,531-42-3173,59,97427 Brady Underpass Carolside  MA 02151,2151,MA,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Glenn Brown,Male,298-03-4735,70,13811 Breanna Via Apt. 421 West Jacob  NE 92464,92464,NE,DISAGREE,STRONGLY DISAGREE,sometimes
Amy Clark,Female,145-15-7858,52,8025 Ryan Station Suite 693 Lake Alisonside  WI 43884,43884,WI,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Kathleen Little,Female,743-33-3783,65,663 Macias Springs Suite 419 East Matthewhaven  MI 87717,87717,MI,STRONGLY DISAGREE,DISAGREE,DISAGREE
Margaret Riddle,Female,865-29-1785,46,260 Brown Mews Lake Anthony  AL 40396,40396,AL,DISAGREE,DISAGREE,STRONGLY DISAGREE
Joshua Olson,Male,263-25-0019,56,7886 Allison Canyon South Meganborough  ID 70233,70233,ID,STRONGLY AGREE,AGREE,DISAGREE
Benjamin Potter,Male,893-98-1373,45,98020 Lori Groves Apt. 005 Port Aaronhaven  CA 98404,98404,CA,DISAGREE,DISAGREE,AGREE
April Miller,Female,682-98-3675,71,997 Christopher Locks South Richard  KY 53675,53675,KY,STRONGLY AGREE,AGREE,AGREE
Corey Hawkins,Male,770-05-5317,34,708 Audrey Common Apt. 884 Longchester  MS 58400,58400,MS,AGREE,AGREE,DISAGREE
Ryan Stout,Male,149-01-3024,60,017 Coleman Garden Suite 235 Josephfurt  IA 86185,86185,IA,STRONGLY DISAGREE,AGREE,AGREE
Sarah Williams,Female,481-39-1051,37,7661 Sexton Drives Port Daniellemouth  NM 00518,518,NM,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Mary Wright,Female,737-50-2022,36,92967 Edwards Villages Apt. 871 Courtneybury  CT 49775,49775,CT,DISAGREE,STRONGLY DISAGREE,DISAGREE
Rachel Stewart,Female,277-28-6322,43,9777 Linda Center Apt. 195 East Laurieville  RI 86354,86354,RI,STRONGLY AGREE,AGREE,DISAGREE
Thomas Todd,Male,025-40-6741,49,4961 Richard Road Apt. 157 Nicholasville  NM 67306,67306,NM,AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Valerie Johnson,Female,541-22-7747,34,97885 Thomas Rapids Suite 166 Aaronberg  ND 97877,97877,ND,NEUTRAL,STRONGLY AGREE,DISAGREE
Karen Spence,Female,083-38-2313,71,6947 Brandon Stream Suite 839 Martinborough  MN 78885,78885,MN,AGREE,STRONGLY AGREE,no community
Gary Johnson,Male,408-26-5391,38,82430 Brenda Locks Apt. 529 Kevinchester  ID 17152,17152,ID,DISAGREE,STRONGLY AGREE,STRONGLY DISAGREE
Chelsea Moss,Female,672-49-9370,20,PSC 4921  Box 2043 APO AE 54659,54659,AE,STRONGLY AGREE,DISAGREE,AGREE
Angela Snyder,Female,180-10-1791,36,02729 Jones Ranch Suite 213 Baldwinshire  AL 94174,94174,AL,AGREE,STRONGLY AGREE,DISAGREE
Breanna Brown,Female,468-45-4454,75,86684 Richard Highway Suite 267 New Jamesfort  CO 12323,12323,CO,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
Kayla Simmons,Female,063-64-9899,48,USS Boyer FPO AE 75017,75017,AE,STRONGLY DISAGREE,AGREE,DISAGREE
Jennifer Scott,Female,136-83-0500,23,53840 James Mills New Chad  IN 68178,68178,IN,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Thomas Lewis,Male,173-80-4591,73,PSC 9302  Box 5206 APO AE 09244,9244,AE,STRONGLY AGREE,AGREE,AGREE
Michael Lewis,Male,246-24-9436,35,39987 Paul Springs New Nathanville  AZ 61427,61427,AZ,DISAGREE,STRONGLY DISAGREE,DISAGREE
Christopher Yu,Male,267-69-7164,60,382 Terry Gardens Lisastad  AR 10929,10929,AR,STRONGLY AGREE,DISAGREE,AGREE
Garrett King,Male,848-35-8074,38,081 Johnson Harbors Apt. 535 Christineville  ME 63271,63271,ME,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
Holly Howell,Female,757-67-9813,39,70998 Brittany Centers Suite 731 South Michael  AZ 50368,50368,AZ,AGREE,STRONGLY DISAGREE,DISAGREE
Sarah Vargas,Female,878-70-1375,59,41308 Gloria Mount Apt. 759 Sheilafort  LA 94718,94718,LA,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Michael Watson,Male,418-65-1742,46,70699 Robert Gateway Apt. 411 West Christopherborough  IN 43043,43043,IN,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
Dan Long,Male,417-68-0824,41,619 Lucas Gateway Suite 488 Teresaside  NH 06872,6872,NH,DISAGREE,AGREE,STRONGLY DISAGREE
Nancy Thompson,Female,718-90-0174,31,3697 Miller Point North Derrick  MI 76780,76780,MI,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Robert Flowers,Male,168-68-9201,35,154 Clark Meadows Apt. 631 East Natasha  HI 18361,18361,HI,STRONGLY AGREE,DISAGREE,DISAGREE
Michael Schaefer,Male,680-39-0826,77,1165 Jason Views Apt. 027 Gutierrezburgh  WV 81656,81656,WV,AGREE,AGREE,STRONGLY AGREE
Jennifer Davis,Female,339-25-4720,52,09647 Gwendolyn Trail Apt. 224 New Lindsey  PA 56958,56958,PA,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Gina Hill,Female,552-72-8604,18,71518 Gregory Mount West Michaelshire  AK 83298,83298,AK,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Todd Mendoza,Male,133-03-5802,74,81793 Joshua Plaza Port Valerieton  WA 60276,60276,WA,AGREE,not sure,STRONGLY DISAGREE
Timothy Garcia,Male,470-13-5233,45,96347 Samantha Views Suite 404 Jasonview  PA 38275,38275,PA,DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Sharon White,Female,225-01-1459,68,027 Michelle Plaza Port Sarahborough  ME 55140,55140,ME,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Jenna Dean,Female,388-46-3874,62,76522 Hicks Shores Apt. 005 Derekchester  KY 14870,14870,KY,STRONGLY DISAGREE,DISAGREE,AGREE
Nancy Allen,Female,417-03-0354,25,821 Mckinney Parkways South Alexmouth  WV 17471,17471,WV,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Lucas Clark,Male,857-85-9184,25,965 Christopher Loop Apt. 725 New Randall  SD 13610,13610,SD,AGREE,AGREE,AGREE
Alyssa Crosby,Female,025-09-1904,31,059 Shannon Alley Apt. 055 Timothyfurt  OR 03566,3566,OR,NEUTRAL,AGREE,DISAGREE
Paul Wilson,Male,189-76-2946,25,USS Franco FPO AE 03829,3829,AE,AGREE,AGREE,DISAGREE
Jasmine Townsend,Female,782-58-8640,68,USCGC Moyer FPO AE 12367,12367,AE,AGREE,STRONGLY AGREE,DISAGREE
Joseph Mason,Male,527-65-3418,27,892 Juan Fall Apt. 283 South Jessicastad  FL 65470,65470,FL,AGREE,STRONGLY DISAGREE,AGREE
Ashley Morris,Female,323-90-6275,56,01691 Sean Points Johnfort  NJ 73446,73446,NJ,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Christina Peterson,Female,106-52-5042,73,USCGC Hunter FPO AP 62052,62052,AP,DISAGREE,AGREE,STRONGLY AGREE
Aaron Cannon,Male,157-21-6179,76,873 Brenda Mission Jimmyburgh  DC 52157,52157,DC,STRONGLY AGREE,STRONGLY DISAGREE,sometimes
Nicole Garcia,Female,844-75-1680,26,7158 Timothy Bridge Suite 421 South Joseland  WY 43565,43565,WY,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Ann George,Female,610-18-0234,69,33830 Yates Pine Suite 363 Johntown  MA 92688,92688,MA,STRONGLY DISAGREE,STRONGLY AGREE,DISAGREE
Alicia Lang,Female,144-12-7187,71,6847 Flores Oval Robertmouth  UT 66464,66464,UT,STRONGLY AGREE,DISAGREE,DISAGREE
Timothy Anderson,Male,818-01-4778,68,365 Todd Street Apt. 097 Lake Linda  HI 64343,64343,HI,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Marcus Miller,Male,282-06-0061,73,455 Heather Springs Donnaville  NM 26829,26829,NM,STRONGLY DISAGREE,DISAGREE,AGREE
Ronald Ramsey,Male,197-86-1678,53,15152 David Garden Suite 673 New Michelle  NH 52830,52830,NH,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Rebecca Medina,Female,736-39-0985,19,8355 Monique Radial Suite 700 Port Christopherfurt  MS 10264,10264,MS,STRONGLY AGREE,DISAGREE,DISAGREE
Mary Downs,Female,888-47-6126,74,70858 Castillo Courts Apt. 295 East Virginia  MS 33163,33163,MS,STRONGLY AGREE,STRONGLY AGREE,AGREE
James Mccarthy,Male,304-07-0548,37,Unit 7740 Box 0753 DPO AA 14294,14294,AA,STRONGLY DISAGREE,DISAGREE,AGREE
Caleb Stafford,Male,145-23-1047,70,687 Adams Mission New Justinberg  ME 62588,62588,ME,STRONGLY AGREE,don't know,DISAGREE
Anthony Brown,Male,196-77-0393,67,041 Nguyen Prairie Suite 085 Thomaston  VT 85009,85009,VT,STRONGLY AGREE,AGREE,STRONGLY AGREE
Brandy Moss,Female,662-68-2348,57,3487 David Estate Apt. 685 Campbellbury  PA 34999,34999,PA,STRONGLY DISAGREE,STRONGLY DISAGREE,AGREE
Margaret Adams,Female,552-98-1079,62,5966 Nicholas Well Suite 654 North Amandaside  UT 26141,26141,UT,DISAGREE,AGREE,AGREE
Frederick Martin,Male,690-36-4861,78,PSC 5260  Box 9532 APO AE 34044,34044,AE,AGREE,STRONGLY AGREE,DISAGREE
Megan Mckinney,Female,400-52-6425,21,10014 Jacob Run Apt. 286 East Bonnie  OR 69211,69211,OR,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
James Nguyen,Male,702-49-2747,33,50950 Le Village Suite 353 Jacobville  SC 91520,91520,SC,AGREE,AGREE,DISAGREE
Dominic Johnson,Male,784-85-9539,45,7111 Cody Cliffs West Melanieland  SC 22076,22076,SC,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
James Chandler,Male,264-22-6870,61,49431 Willie Avenue North Jeremyside  VT 60794,60794,VT,STRONGLY AGREE,STRONGLY AGREE,no community
Tammy Tran,Female,051-98-2763,67,477 Judith Valleys Powellbury  SC 07198,7198,SC,DISAGREE,STRONGLY AGREE,STRONGLY AGREE
Jennifer Adams,Female,848-39-9575,21,429 Smith Estates Thomasburgh  NC 98697,98697,NC,STRONGLY AGREE,DISAGREE,AGREE
Michael Thomas,Male,858-96-6795,61,1381 Jacobs Causeway West Matthew  NJ 89337,89337,NJ,STRONGLY AGREE,maybe,AGREE
Victor Nixon,Male,601-21-2288,43,12967 Fernandez Gateway Apt. 496 Julieside  HI 52591,52591,HI,AGREE,DISAGREE,AGREE
Brooke Morrison,Female,239-55-8232,56,421 Williams Keys Apt. 127 East Carlberg  ND 16731,16731,ND,STRONGLY DISAGREE,AGREE,AGREE
Cynthia Ali,Female,673-55-5945,70,08557 Henry Manor Apt. 633 East Sarahmouth  AK 90210,90210,AK,AGREE,STRONGLY AGREE,DISAGREE
Lauren Obrien,Female,681-08-4044,73,1679 Brent Ramp Apt. 669 Shannonview  NE 93923,93923,NE,AGREE,AGREE,AGREE
Lisa Glenn,Female,642-94-2328,23,Unit 0440 Box 2445 DPO AE 15260,15260,AE,NEUTRAL,AGREE,no community
Jacob Baker,Male,033-59-5994,43,477 Ashley Haven Suite 213 North Timothy  AR 58527,58527,AR,AGREE,STRONGLY AGREE,STRONGLY AGREE
Krista Velez,Female,055-40-5128,45,535 Burns Circle Apt. 108 Port Bruce  ID 49510,49510,ID,DISAGREE,STRONGLY AGREE,AGREE
James Bauer,Male,739-21-3050,66,533 Frederick Shoals Suite 104 South Carl  VA 30289,30289,VA,STRONGLY DISAGREE,DISAGREE,DISAGREE
Sean Lopez,Male,134-56-2512,45,33283 George Islands Apt. 185 New Barbarastad  GA 84004,84004,GA,STRONGLY DISAGREE,AGREE,DISAGREE
Lydia Brock,Female,404-12-4823,52,51650 Kennedy Land Scottstad  ID 75781,75781,ID,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Nicholas Moss,Male,036-66-4068,64,080 Marshall Trail Erikachester  NH 21069,21069,NH,STRONGLY AGREE,DISAGREE,AGREE
Anne Monroe,Female,496-90-5394,47,846 Gibson Crossroad Suite 842 Josephside  MT 97495,97495,MT,STRONGLY DISAGREE,STRONGLY DISAGREE,STRONGLY DISAGREE
Lucas Ellis,Male,151-02-0989,45,312 Padilla Trafficway Charlestown  MS 97298,97298,MS,STRONGLY AGREE,STRONGLY DISAGREE,depends
Tiffany Garcia MD,Female,128-92-2571,56,USS Garza FPO AA 47899,47899,AA,STRONGLY AGREE,AGREE,STRONGLY DISAGREE
Craig Mcdonald,Male,154-22-3986,67,04424 Timothy Overpass Port Misty  OH 14790,14790,OH,STRONGLY AGREE,DISAGREE,no community
Christopher Jones,Male,193-18-6343,22,592 Mary Ports North Stephaniefort  KY 60152,60152,KY,AGREE,DISAGREE,no community
James Roth,Male,301-27-5834,21,476 Sarah Mountains West Tinaside  NE 31166,31166,NE,AGREE,AGREE,STRONGLY AGREE
Melinda Hernandez,Female,366-48-5348,40,7968 Robert Course Hernandezmouth  PA 02242,2242,PA,DISAGREE,STRONGLY DISAGREE,DISAGREE
Melissa West,Female,473-36-0960,56,264 Christina Groves Lake Dwayne  NH 37290,37290,NH,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Mike Barnes,Male,055-55-5357,74,060 Edwin Forks North Bobby  NH 13637,13637,NH,STRONGLY DISAGREE,STRONGLY DISAGREE,sometimes
Jennifer Hamilton,Female,049-16-0309,20,43099 Colleen Spring Suite 837 Marcusstad  UT 30324,30324,UT,STRONGLY AGREE,DISAGREE,sometimes
Lisa Rodriguez,Female,206-18-2898,42,98797 Michael Rue Perezfort  WA 81440,81440,WA,AGREE,DISAGREE,AGREE
Michael Frazier,Male,481-55-9045,48,2399 Hernandez Landing Richardchester  NM 60987,60987,NM,AGREE,AGREE,DISAGREE
Joe Crawford,Male,039-63-9493,47,968 Murray Valley Matthewmouth  TN 16350,16350,TN,STRONGLY AGREE,STRONGLY AGREE,AGREE
Melissa Williams,Female,826-42-2948,66,75564 Rivers Crossing Suite 202 Smithland  MS 60539,60539,MS,DISAGREE,DISAGREE,DISAGREE
Jacob Baker,Male,354-93-0227,61,809 Stevenson Course New Alyssachester  NH 81205,81205,NH,STRONGLY AGREE,not sure,STRONGLY DISAGREE
Ashley Hernandez,Female,515-72-6252,68,1875 Carol Hills Carpenterbury  CO 81253,81253,CO,DISAGREE,STRONGLY DISAGREE,STRONGLY AGREE
James Thompson,Male,272-08-4416,50,USNV Perry FPO AE 80378,80378,AE,STRONGLY DISAGREE,AGREE,STRONGLY AGREE
Jennifer Leon,Female,887-91-5112,54,4084 Hahn Viaduct Tateside  GA 81054,81054,GA,STRONGLY DISAGREE,DISAGREE,AGREE
Edward Torres,Male,603-26-4894,63,7478 Lane Square East Kristy  CT 16169,16169,CT,STRONGLY DISAGREE,DISAGREE,AGREE
Kirsten Haynes,Female,338-02-6694,73,487 Lambert Grove West Kristy  HI 96789,96789,HI,STRONGLY AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Jennifer Robinson,Female,483-35-7332,52,34818 Heather Estates Apt. 894 Lake Jason  WY 97247,97247,WY,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
John Spence,Male,523-96-3392,51,3462 Wilson Skyway New Joshua  GA 82799,82799,GA,STRONGLY AGREE,AGREE,STRONGLY AGREE
Sara Williams,Female,323-29-5113,56,02254 Swanson Ranch Sullivanmouth  GA 68446,68446,GA,DISAGREE,DISAGREE,AGREE
Laura Jones,Female,533-42-8367,62,022 Kayla Mall Apt. 144 Smithstad  AZ 97023,97023,AZ,STRONGLY AGREE,AGREE,AGREE
Angela Bird MD,Female,088-59-1076,21,PSC 5377  Box 4717 APO AE 13815,13815,AE,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Dustin Oneal,Male,318-59-4271,29,0389 Williams Junction South Taylorport  MI 90962,90962,MI,AGREE,STRONGLY DISAGREE,STRONGLY AGREE
Sara Mclaughlin,Female,860-34-4829,60,6369 Lisa Islands Nealland  ME 75126,75126,ME,DISAGREE,DISAGREE,STRONGLY DISAGREE
Laura Berry,Female,477-50-2871,25,3471 Heather Throughway Apt. 604 East Veronicaborough  IN 41120,41120,IN,STRONGLY AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Michael Jones,Male,398-01-0438,74,99612 Dawn Parkways Suite 786 Jessicachester  AK 34071,34071,AK,DISAGREE,STRONGLY DISAGREE,DISAGREE
Heather Price,Female,762-15-1415,65,690 Laura Common Melissaborough  NE 06193,6193,NE,AGREE,STRONGLY AGREE,AGREE
Nancy Le,Female,888-17-4765,46,498 Mary Extensions Apt. 273 East David  NY 22695,22695,NY,STRONGLY AGREE,STRONGLY AGREE,AGREE
Charles Robertson,Male,588-42-4246,52,9904 Johnston Common Mccarthychester  UT 80980,80980,UT,DISAGREE,AGREE,no community
Adam Hill,Male,052-34-2303,57,USCGC Manning FPO AA 17854,17854,AA,STRONGLY DISAGREE,DISAGREE,STRONGLY AGREE
Bailey Meyers,Female,374-66-0868,58,1375 Elizabeth Light Apt. 185 West Christopherberg  OH 86701,86701,OH,STRONGLY AGREE,DISAGREE,STRONGLY AGREE
Christian Craig,Male,270-08-1310,60,04045 Garcia Viaduct Apt. 455 West Sophia  OR 40346,40346,OR,AGREE,DISAGREE,STRONGLY AGREE
Heather Martinez,Female,038-33-5656,30,07434 Ochoa Keys Pattersonhaven  AK 74160,74160,AK,STRONGLY AGREE,STRONGLY AGREE,DISAGREE
Ryan Schultz,Male,774-52-3533,44,7323 Sanchez Drives Suite 575 Michelleborough  LA 59373,59373,LA,STRONGLY DISAGREE,AGREE,AGREE
Brendan Frank,Male,324-47-5557,27,986 Cordova Estates Suite 850 New Brian  IA 24936,24936,IA,AGREE,AGREE,AGREE
Karen Smith,Female,608-26-3281,62,8135 Kathy Pines Apt. 436 Port Bethville  MI 50431,50431,MI,STRONGLY DISAGREE,DISAGREE,AGREE
Christina Salazar,Female,124-97-8684,69,1891 Fleming Via Apt. 512 Lake Beth  NM 51308,51308,NM,DISAGREE,STRONGLY DISAGREE,AGREE
Dr. Karen Dodson DDS,Female,219-03-3690,60,Unit 7319 Box 1206 DPO AA 64733,64733,AA,STRONGLY AGREE,maybe,DISAGREE
Tammy Chapman,Female,652-13-1117,69,21179 Bond Bridge South Troyport  VT 69839,69839,VT,DISAGREE,AGREE,AGREE
Tricia Jones,Female,463-02-5610,47,76692 Matthew Forges Thomaston  IN 38253,38253,IN,STRONGLY AGREE,DISAGREE,STRONGLY DISAGREE
Thomas Rivas,Male,605-46-8318,59,USCGC Romero FPO AE 81578,81578,AE,STRONGLY DISAGREE,AGREE,DISAGREE
Ryan Yates,Male,739-96-4810,18,399 Matthew Groves Ortiztown  NM 56792,56792,NM,AGREE,DISAGREE,STRONGLY DISAGREE
Lisa Burch,Female,489-55-8682,47,5106 Douglas Ports Apt. 986 Port Cathyport  MD 69217,69217,MD,DISAGREE,AGREE,STRONGLY DISAGREE
Amanda Lara,Female,744-66-9277,58,23728 James Turnpike Apt. 187 Garciaport  MO 27707,27707,MO,AGREE,STRONGLY AGREE,STRONGLY DISAGREE
Jamie Anderson,Female,013-82-6367,53,PSC 0758  Box 2723 APO AE 68296,68296,AE,STRONGLY DISAGREE,AGREE,DISAGREE
David Herrera,Male,078-53-7014,71,787 Jones Drive Apt. 530 New Chelseamouth  AK 05554,5554,AK,AGREE,DISAGREE,sometimes
Catherine Brooks,Female,200-45-3140,74,2447 Alexander Orchard Apt. 308 East Jenniferton  WA 69848,69848,WA,DISAGREE,STRONGLY AGREE,DISAGREE
Kristin Walters,Female,895-94-3599,37,005 Rangel Ways Suite 314 New Michaelbury  AK 36412,36412,AK,AGREE,don't know,STRONGLY DISAGREE
Amanda Arellano,Female,169-35-2175,47,5541 Guerrero Mills Suite 846 Port Elizabethland  MT 60519,60519,MT,STRONGLY DISAGREE,AGREE,sometimes
Megan Medina,Female,599-60-4748,62,48435 Hampton Highway North Cheryl  RI 23270,23270,RI,AGREE,AGREE,STRONGLY AGREE
Jason Yu,Male,407-41-2872,43,4375 Montoya Brooks Apt. 900 Amytown  CA 54632,54632,CA,AGREE,STRONGLY DISAGREE,DISAGREE
Kristopher Johnson,Male,546-74-1063,62,290 Howe Inlet Suite 092 South Meganberg  PA 02432,2432,PA,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Eric Richard,Male,643-67-3371,20,USCGC Kim FPO AP 47985,47985,AP,AGREE,AGREE,STRONGLY DISAGREE
Kathy Bates MD,Female,176-15-5607,71,61640 Adam Pass Mckinneychester  NE 31897,31897,NE,STRONGLY DISAGREE,don't know,AGREE
Kyle Doyle,Male,512-69-4557,71,100 Holloway Course West Jennyport  MN 87903,87903,MN,STRONGLY DISAGREE,AGREE,STRONGLY DISAGREE
Erica Campbell,Female,055-09-0293,34,507 Thomas Plains East Debraborough  KS 13015,13015,KS,STRONGLY AGREE,don't know,AGREE
David Baird,Male,805-55-3137,27,PSC 2405  Box 9278 APO AP 09453,9453,AP,AGREE,DISAGREE,STRONGLY DISAGREE
Bryan Lewis,Male,841-16-7993,71,19981 Melissa Key Suite 861 Joshuamouth  MD 09813,9813,MD,STRONGLY DISAGREE,DISAGREE,STRONGLY DISAGREE
Richard Ramirez,Male,263-61-3728,25,62451 Ellis Spur Apt. 988 Jeffersonfurt  IA 57298,57298,IA,AGREE,AGREE,DISAGREE
Vincent Rojas,Male,885-83-9831,59,0747 Ashley Landing Apt. 709 East Nicoleton  MI 06925,6925,MI,STRONGLY AGREE,STRONGLY AGREE,STRONGLY AGREE
Steven Campbell,Male,831-05-0212,40,15247 Harper Extension Apt. 702 Wilsonbury  ID 29190,29190,ID,STRONGLY AGREE,STRONGLY DISAGREE,AGREE
Christopher Blake,Male,414-18-5180,28,PSC 3862  Box 4402 APO AP 71668,71668,AP,AGREE,STRONGLY DISAGREE,DISAGREE
Courtney Frey,Female,188-10-9914,32,2533 Washington Light Matthewtown  OH 66430,66430,OH,STRONGLY AGREE,DISAGREE,DISAGREE
Maria Gilbert,Female,354-28-7563,63,8359 Combs Rapid Suite 348 Garciaberg  IL 56081,56081,IL,STRONGLY AGREE,STRONGLY DISAGREE,DISAGREE
Susan Rasmussen,Female,084-23-5322,66,2415 Cohen Spurs Suite 108 Lake Kennethborough  CA 64684,64684,CA,DISAGREE,DISAGREE,STRONGLY DISAGREE
Alisha Vega,Female,787-17-2186,57,PSC 1708  Box 3316 APO AA 59844,59844,AA,AGREE,STRONGLY DISAGREE,no community
Amy Waller,Female,447-83-6146,48,2878 Jones Views Apt. 988 North Tyler  ND 17589,17589,ND,DISAGREE,don't know,STRONGLY AGREE
Diana Wilcox,Female,132-06-9605,23,772 Rachel Hills Apt. 618 South Jamieberg  CO 44884,44884,CO,NEUTRAL,STRONGLY DISAGREE,STRONGLY DISAGREE
Mary Nelson,Female,747-84-6929,65,83818 William Station Clarkfort  TX 77531,77531,TX,AGREE,STRONGLY DISAGREE,AGREE
Leonard Wright,Male,781-11-1321,74,84526 Danielle Ferry Rossfort  OR 84096,84096,OR,STRONGLY DISAGREE,AGREE,DISAGREE
Lauren Conway,Female,287-35-4497,22,835 Barbara Manor Port Lori  NJ 89913,89913,NJ,NEUTRAL,STRONGLY AGREE,STRONGLY AGREE
Cindy Orr DDS,Female,269-58-4710,25,5692 Gary Lodge East Scott  CT 09934,9934,CT,STRONGLY AGREE,DISAGREE,sometimes
Morgan Frye,Female,153-58-9690,56,544 Terrell Branch Suite 442 Hatfieldport  OK 18870,18870,OK,STRONGLY DISAGREE,don't know,STRONGLY DISAGREE
